ucc,label,published_ce_domain,candidate_dmi_node,node_resolution_status,ce_source,all_cu_expenditure,q1_expenditure,q2_expenditure,q3_expenditure,q4_expenditure,q5_expenditure,currently_in_canonical_ledger,omission_classification,concordance_status,requires_scope_adjudication,requires_pumd,requires_new_domain_audit,note
620215,Tickets to movies,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,3548,244,341,612,863,1487,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620216,Tickets to parks or museums,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,4095,248,322,477,1065,1983,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620221,Admission to sporting events,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,12544,313,707,1057,2796,7671,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620222,Admission to sports events on out of town trips,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,3941,154,281,552,1063,1892,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620310,Fees for recreational lessons,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,14961,504,989,1433,2970,9064,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620320,Photographer fees,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,3301,136,39,409,778,1939,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620330,Photo processing,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,1018,67,120,100,230,500,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620410,Pet services,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,13650,514,1106,1626,3590,6815,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620420,Vet services,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,41612,3090,3708,3728,6945,24141,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620903,Other entertainment services on out of town trips,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,88,0,2,13,38,35,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620904,Rental and repair of musical instruments,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,408,41,109,41,64,154,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620905,Repair and rental of photographic equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,29,5,5,0,8,11,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620906,Rental of boats,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,10,,,,10,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620908,Rental and repair of miscellaneous sports equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,334,15,24,41,77,178,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620909,Rental of campers on out of town trips,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620910,Rental of boats and trailers,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,787,12,87,92,202,395,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620913,Pinball and electronic video games,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,829,210,91,72,19,436,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620917,Rental of video hardware/accessories,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,14,,,5,6,3,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620918,Rental of video software,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,144,5,20,16,79,24,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620919,Rental of other vehicles on out of town trips,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,129,9,4,48,6,61,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620921,Rental of motorized campers,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620922,Rental of other recreational vehicles,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,5,,,,,5,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620924,"Rental of RVs, campers, and other vehicles",ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,2499,127,281,244,773,1074,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620925,Miscellaneous fees,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,,577,,26,32,258,260,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620926,Lotteries and pari-mutuel losses,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,,4219,461,859,648,1023,1227,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
620930,Online gaming services,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,D,1549,30,172,220,414,713,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
630110,Cigarettes,TOBACCO,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,32993,7372,7564,7996,6147,3915,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
630210,Other tobacco products,TOBACCO,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,12744,1702,1910,2891,3184,3056,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
630220,Smoking accessories,TOBACCO,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,D,588,70,55,263,163,38,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
630900,Marijuana,TOBACCO,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,,1507,92,235,626,296,258,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
640119,Products for the hair,PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,D,13686,950,1818,2634,3045,5238,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
640130,Wigs and hairpieces,PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,1008,202,130,176,357,143,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
640219,Nonelectric dental and shaving products,PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,D,8317,970,1400,1447,1766,2734,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
640310,"Cosmetics, perfume, and bath preparations",PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,D,34780,3346,4986,5548,7375,13524,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
640410,"Deodorants, feminine hygiene, and miscellaneous personal care",PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,D,7839,1021,1680,1469,1884,1785,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
640420,Electric personal care appliances,PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,1929,157,255,325,464,728,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
650310,Personal care services,PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,64962,4925,7598,11417,16171,24852,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
650900,Repair of personal care appliances,PERSCARE,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,D,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
660000,"School supplies, etc., unspecified",EDUCATN,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,,7881,869,1174,1341,1590,2907,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
660001,"Educational books, supplies, and other expenditures",EDUCATN,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,I,5471,519,772,805,1245,2129,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
660310,Encyclopedias and other sets of reference books,READING,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
670110,College tuition,EDUCATN,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,I,133692,19655,6951,12230,20422,74434,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
670210,Elementary and high school tuition,EDUCATN,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,I,38183,675,1011,2624,6248,27626,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
670410,Vocational and technical school tuition,EDUCATN,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,I,5067,229,555,643,1315,2324,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
670903,Test preparation and tutoring services,EDUCATN,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,I,4325,131,205,542,1047,2399,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
671000,Prepaid tuition,EDUCATN,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,,9201,148,178,807,1111,6957,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680110,Legal fees,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,23829,3434,3224,3636,3620,9915,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680140,Funeral expenses,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,14855,3971,1403,3824,4164,1492,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680210,Safe deposit box rental,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,684,92,152,100,140,199,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680220,"Checking accounts, other bank service charges",MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,3996,805,764,777,799,850,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680310,Live entertainment for catered affairs,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,,3645,28,30,1022,627,1937,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680320,Rental of party supplies for catered affairs,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,3398,55,205,574,1313,1252,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680901,"Cemetery lots, vaults, and maintenance fees",MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,2309,864,400,314,300,432,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680902,Accounting fees,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,17425,742,1664,2833,3940,8246,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680903,Miscellaneous personal services,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,D,9968,421,1125,825,3405,4192,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680904,Dating services,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,150,23,11,72,13,31,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
680905,Vacation clubs,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,I,2077,37,236,791,149,865,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
690118,Digital book readers,READING,EDUCATION_COMMUNICATION,CANDIDATE_FROM_CE_DOMAIN,I,3626,461,306,400,753,1706,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
690320,Installation of televisions,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,168,8,10,52,19,79,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
690330,Installation of satellite television equipment,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
690340,Installation of sound systems,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,30,,2,0,16,12,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
690350,Installation of other video equipment or sound systems,ENTRTAIN,RECREATION,CANDIDATE_FROM_CE_DOMAIN,I,1,,,1,,,false,OUTSIDE_M1_AUDIT_SCOPE,NAMED_BY_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
700110,"Life, endowment, annuity, and other personal insurance",INSPENSN,,NO_CANDIDATE_NONCONSUMPTION,,71974,4461,7702,10744,15635,33431,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
790600,Expenses for other properties,MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,,5175,312,290,667,680,3226,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
790915,Late fee mortgage pay (other),MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
800111,Alimony expenditures,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,9884,327,483,2239,640,6195,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800121,Child support expenditures,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,19741,1367,1790,4320,6196,6069,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800804,Support for college students,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,18125,967,2673,2793,2889,8804,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800811,"Gift to non-CU members of stocks, bonds, and mutual funds",CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,25036,9,257,1459,367,22944,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800821,Cash contributions to charities and other organizations,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,43747,2718,5531,6076,7774,21649,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800831,Cash contributions to churches and other religious organizations,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,105998,6971,15630,18230,24624,40542,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800841,Cash contribution to educational institutions,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,9567,401,438,1481,1831,5415,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800851,Cash contribution to political organizations,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,4762,284,563,780,1055,2079,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800861,Other cash gifts,CASHCONT,,NO_CANDIDATE_NONCONSUMPTION,,74244,8064,11238,14494,16945,23503,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800910,Deductions for government retirement,INSPENSN,,NO_CANDIDATE_NONCONSUMPTION,,26647,239,1026,3386,8341,13655,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800920,Deductions for railroad retirement,INSPENSN,,NO_CANDIDATE_NONCONSUMPTION,,905,,,0,147,757,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800931,Deductions for private pensions,INSPENSN,,NO_CANDIDATE_NONCONSUMPTION,,46650,232,1584,5983,13118,25733,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800932,Non-payroll deposit to retirement plans,INSPENSN,,NO_CANDIDATE_NONCONSUMPTION,,270323,1636,7894,19530,53917,187345,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
800940,Deductions for Social Security,INSPENSN,,NO_CANDIDATE_NONCONSUMPTION,,907483,12476,54927,127813,232327,479941,false,NONCONSUMPTION_OR_SCOPE_REVIEW_REQUIRED,ABSENT_FROM_2024_CONCORDANCE,true,false,false,Inside CE total expenditures and outside household consumption. Whether a consumption price index should weight it is a scope question C3 does not answer.
880210,"Interest paid, home equity line of credit (other property)",MISC,OTHER_GOODS_SERVICES,CANDIDATE_FROM_CE_DOMAIN,,,,,,,,false,OUTSIDE_M1_AUDIT_SCOPE,ABSENT_FROM_2024_CONCORDANCE,true,false,true,"Published and 2024-active, in a CE domain the Milestone-1 audit did not cover. No mapping, scope or provenance work has been done on it."
