population,characteristics_code,subcategory_code,domain_label,ucc,item_text,display_level,series_id,aggregate_expenditure,mean_expenditure,rse,high_rse
Q2,03,TRANS,Transportation,490900,Auto repair service policy,3,CXU490900LB0103M,640.0,24.0,26.01,true
Q2,03,TRANS,Transportation,500110,Vehicle insurance,2,CXU500110LB0103M,45649.0,1679.0,4.09,false
Q2,03,TRANS,Transportation,510110,Automobile finance charges,3,CXU510110LB0103M,1798.0,66.0,11.14,false
Q2,03,TRANS,Transportation,510901,Truck finance charges,3,CXU510901LB0103M,4535.0,167.0,8.97,false
Q2,03,TRANS,Transportation,510902,Motorcycle and plane finance charges,3,CXU510902LB0103M,35.0,1.0,56.2,true
Q2,03,TRANS,Transportation,520110,State and local vehicle registration,2,CXU520110LB0103M,2730.0,100.0,8.41,false
Q2,03,TRANS,Transportation,520310,Drivers' licenses,3,CXU520310LB0103M,273.0,10.0,11.56,false
Q2,03,TRANS,Transportation,520410,Vehicle inspections,3,CXU520410LB0103M,324.0,12.0,16.0,false
Q2,03,TRANS,Transportation,520516,Auto/truck rental,5,CXU520516LB0103M,1123.0,41.0,14.81,false
Q2,03,TRANS,Transportation,520517,Auto/truck rental on out of town trips,5,CXU520517LB0103M,77.0,3.0,65.35,true
Q2,03,TRANS,Transportation,520531,"Parking fees in home city, excluding residence",4,CXU520531LB0103M,536.0,20.0,17.8,false
Q2,03,TRANS,Transportation,520532,Parking fees on out of town trips,4,CXU520532LB0103M,142.0,5.0,19.66,false
Q2,03,TRANS,Transportation,520541,Tolls or electronic toll passes,3,CXU520541LB0103M,692.0,25.0,21.75,false
Q2,03,TRANS,Transportation,520542,Tolls on out of town trips,3,CXU520542LB0103M,60.0,2.0,13.89,false
Q2,03,TRANS,Transportation,520550,Towing charges,3,CXU520550LB0103M,109.0,4.0,29.3,true
Q2,03,TRANS,Transportation,520902,Motorcycle rental,5,CXU520902LB0103M,,,,
Q2,03,TRANS,Transportation,520903,Aircraft rental,5,CXU520903LB0103M,8.0,,99.08,true
Q2,03,TRANS,Transportation,520905,Motorcycle rental on out of town trips,5,CXU520905LB0103M,,,,
Q2,03,TRANS,Transportation,520906,Aircraft rental on out of town trips,5,CXU520906LB0103M,,,,
Q2,03,TRANS,Transportation,530110,Airline fares,2,CXU530110LB0103M,6975.0,257.0,10.12,false
Q2,03,TRANS,Transportation,530210,Intercity bus fares,2,CXU530210LB0103M,170.0,6.0,24.36,false
Q2,03,TRANS,Transportation,530311,Intracity mass transit fares,2,CXU530311LB0103M,1765.0,65.0,9.14,false
Q2,03,TRANS,Transportation,530312,Local transportation on out of town trips,2,CXU530312LB0103M,7.0,,64.19,true
Q2,03,TRANS,Transportation,530411,Taxi fares and limousine services on trips,2,CXU530411LB0103M,4.0,,64.19,true
Q2,03,TRANS,Transportation,530412,Taxi fares and limousine services,2,CXU530412LB0103M,2298.0,85.0,8.69,false
Q2,03,TRANS,Transportation,530510,Intercity train fares,2,CXU530510LB0103M,280.0,10.0,20.37,false
Q2,03,TRANS,Transportation,530901,Ship fares,2,CXU530901LB0103M,849.0,31.0,35.42,true
Q2,03,TRANS,Transportation,530902,School bus,2,CXU530902LB0103M,42.0,2.0,70.21,true
Q2,03,TRANS,Transportation,620114,Automobile service clubs and GPS services,3,CXU620114LB0103M,391.0,14.0,13.49,false
Q2,03,TRANS,Transportation,850300,Other vehicle finance charges,3,CXU850300LB0103M,130.0,5.0,37.47,true
Q2,03,TRANS,Transportation,950024,Vehicle personal property taxes,2,CXU950024LB0103M,1170.0,43.0,8.41,false
Q3,04,ALCBEVG,Alcoholic beverages,200119,"Beer, ale, and other malt beverage",2,CXU200119LB0104M,2538.0,94.0,11.11,false
Q3,04,ALCBEVG,Alcoholic beverages,200219,Distilled spirits,2,CXU200219LB0104M,1079.0,40.0,22.05,false
Q3,04,ALCBEVG,Alcoholic beverages,200310,Wine,2,CXU200310LB0104M,2526.0,93.0,12.99,false
Q3,04,ALCBEVG,Alcoholic beverages,200900,Alcoholic beverages purchased on trips,2,CXU200900LB0104M,1810.0,67.0,8.4,false
Q3,04,ALCBEVG,Alcoholic beverages,790420,"Alcoholic beverages at restaurants, taverns",2,CXU790420LB0104M,5698.0,210.0,9.37,false
Q3,04,FOODTOTL,Food,010119,Flour and prepared flour mixes,2,CXU010119LB0104M,714.0,26.0,9.27,false
Q3,04,FOODTOTL,Food,010210,"Cereal, breakfast, and granola bars",4,CXU010210LB0104M,2451.0,91.0,5.26,false
Q3,04,FOODTOTL,Food,010310,Rice,4,CXU010310LB0104M,1375.0,51.0,8.95,false
Q3,04,FOODTOTL,Food,010320,"Pasta, cornmeal, and other cereal products",4,CXU010320LB0104M,1487.0,55.0,6.25,false
Q3,04,FOODTOTL,Food,020219,Bread,2,CXU020219LB0104M,3507.0,130.0,5.89,false
Q3,04,FOODTOTL,Food,020310,Biscuits and rolls,5,CXU020310LB0104M,2368.0,87.0,5.7,false
Q3,04,FOODTOTL,Food,020410,Cakes and cupcakes,5,CXU020410LB0104M,1532.0,57.0,9.62,false
Q3,04,FOODTOTL,Food,020510,Cookies,5,CXU020510LB0104M,2308.0,85.0,9.73,false
Q3,04,FOODTOTL,Food,020610,Crackers,5,CXU020610LB0104M,1362.0,50.0,6.34,false
Q3,04,FOODTOTL,Food,020620,Bread and cracker products,5,CXU020620LB0104M,182.0,7.0,12.52,false
Q3,04,FOODTOTL,Food,020710,"Sweetrolls, coffee cakes, and doughnuts",5,CXU020710LB0104M,1055.0,39.0,9.96,false
Q3,04,FOODTOTL,Food,020810,Frozen and refrigerated bakery products,4,CXU020810LB0104M,1152.0,43.0,9.33,false
Q3,04,FOODTOTL,Food,020820,"Pies, tarts, and turnovers",5,CXU020820LB0104M,542.0,20.0,12.25,false
Q3,04,FOODTOTL,Food,030110,Ground beef,4,CXU030110LB0104M,4088.0,151.0,9.71,false
Q3,04,FOODTOTL,Food,030219,Roasts,2,CXU030219LB0104M,1330.0,49.0,16.11,false
Q3,04,FOODTOTL,Food,030519,Steak,2,CXU030519LB0104M,3892.0,144.0,8.75,false
Q3,04,FOODTOTL,Food,030810,Other beef,4,CXU030810LB0104M,1041.0,38.0,14.18,false
Q3,04,FOODTOTL,Food,040119,"Bacon, breakfast sausage, and related products",2,CXU040119LB0104M,2666.0,98.0,10.48,false
Q3,04,FOODTOTL,Food,040210,Pork chops,4,CXU040210LB0104M,807.0,30.0,17.16,false
Q3,04,FOODTOTL,Food,040319,Ham,2,CXU040319LB0104M,1386.0,51.0,10.59,false
Q3,04,FOODTOTL,Food,040410,Other pork,4,CXU040410LB0104M,1678.0,62.0,14.35,false
Q3,04,FOODTOTL,Food,050110,Frankfurters,4,CXU050110LB0104M,788.0,29.0,20.33,false
Q3,04,FOODTOTL,Food,050319,Lunchmeats,2,CXU050319LB0104M,2806.0,104.0,10.33,false
Q3,04,FOODTOTL,Food,050419,"Lamb, organ meat, and game",2,CXU050419LB0104M,484.0,18.0,18.79,false
Q3,04,FOODTOTL,Food,060119,Chicken,2,CXU060119LB0104M,5499.0,203.0,5.96,false
Q3,04,FOODTOTL,Food,060310,Other poultry,4,CXU060310LB0104M,1270.0,47.0,9.54,false
Q3,04,FOODTOTL,Food,070119,Processed fish and seafood,2,CXU070119LB0104M,2944.0,109.0,8.77,false
Q3,04,FOODTOTL,Food,070230,Fresh fish and shellfish,4,CXU070230LB0104M,2979.0,110.0,7.9,false
Q3,04,FOODTOTL,Food,080110,Eggs,3,CXU080110LB0104M,2671.0,99.0,7.18,false
Q3,04,FOODTOTL,Food,090110,"Fresh milk, all types",4,CXU090110LB0104M,3590.0,133.0,5.72,false
Q3,04,FOODTOTL,Food,100119,Butter and margarine,2,CXU100119LB0104M,1248.0,46.0,5.97,false
Q3,04,FOODTOTL,Food,100210,Cheese,4,CXU100210LB0104M,5298.0,196.0,5.87,false
Q3,04,FOODTOTL,Food,100410,Ice cream and related products,4,CXU100410LB0104M,2347.0,87.0,7.09,false
Q3,04,FOODTOTL,Food,100519,Other dairy and related products,2,CXU100519LB0104M,3595.0,133.0,5.54,false
Q3,04,FOODTOTL,Food,110110,Apples,4,CXU110110LB0104M,1359.0,50.0,10.2,false
Q3,04,FOODTOTL,Food,110210,Bananas,4,CXU110210LB0104M,1124.0,41.0,10.33,false
Q3,04,FOODTOTL,Food,110319,Citrus fruits,2,CXU110319LB0104M,1349.0,50.0,8.91,false
Q3,04,FOODTOTL,Food,110410,Other fresh fruits,4,CXU110410LB0104M,6118.0,226.0,6.07,false
Q3,04,FOODTOTL,Food,120110,Potatoes,4,CXU120110LB0104M,1331.0,49.0,6.85,false
Q3,04,FOODTOTL,Food,120210,Lettuce,4,CXU120210LB0104M,792.0,29.0,6.33,false
Q3,04,FOODTOTL,Food,120310,Tomatoes,4,CXU120310LB0104M,1217.0,45.0,6.06,false
Q3,04,FOODTOTL,Food,120410,Other fresh vegetables,4,CXU120410LB0104M,5599.0,207.0,5.26,false
Q3,04,FOODTOTL,Food,130119,Frozen noncarbonated juices and drinks,2,CXU130119LB0104M,64.0,2.0,21.24,false
Q3,04,FOODTOTL,Food,130129,Frozen fruits and vegetables,2,CXU130129LB0104M,1570.0,58.0,6.12,false
Q3,04,FOODTOTL,Food,140219,Canned fruits and vegetables,2,CXU140219LB0104M,1811.0,67.0,4.99,false
Q3,04,FOODTOTL,Food,140349,Dried fruits and vegetables,2,CXU140349LB0104M,1474.0,54.0,6.48,false
Q3,04,FOODTOTL,Food,150110,Candy and chewing gum,4,CXU150110LB0104M,4284.0,158.0,6.66,false
Q3,04,FOODTOTL,Food,150219,Sugar and artificial sweeteners,2,CXU150219LB0104M,634.0,23.0,13.44,false
Q3,04,FOODTOTL,Food,150310,"Jams, preserves, and other sweets",4,CXU150310LB0104M,956.0,35.0,9.68,false
Q3,04,FOODTOTL,Food,160211,Fats and oils,4,CXU160211LB0104M,1437.0,53.0,8.71,false
Q3,04,FOODTOTL,Food,160212,Salad dressings,4,CXU160212LB0104M,1052.0,39.0,8.82,false
Q3,04,FOODTOTL,Food,160320,Peanut butter,4,CXU160320LB0104M,647.0,24.0,15.61,false
Q3,04,FOODTOTL,Food,170110,Cola,4,CXU170110LB0104M,2769.0,102.0,10.11,false
Q3,04,FOODTOTL,Food,170210,Other carbonated drinks,4,CXU170210LB0104M,4349.0,161.0,8.21,false
Q3,04,FOODTOTL,Food,170319,Coffee,2,CXU170319LB0104M,3309.0,122.0,7.73,false
Q3,04,FOODTOTL,Food,170520,Tea,4,CXU170520LB0104M,1250.0,46.0,10.55,false
Q3,04,FOODTOTL,Food,170531,Other noncarbonated beverages and ice,4,CXU170531LB0104M,422.0,16.0,10.87,false
Q3,04,FOODTOTL,Food,170539,Nonfrozen noncarbonated juices and drinks,2,CXU170539LB0104M,6714.0,248.0,4.86,false
Q3,04,FOODTOTL,Food,180110,Canned and packaged soups,4,CXU180110LB0104M,1676.0,62.0,11.57,false
Q3,04,FOODTOTL,Food,180210,Frozen meals,5,CXU180210LB0104M,1705.0,63.0,13.43,false
Q3,04,FOODTOTL,Food,180220,Other frozen prepared foods,5,CXU180220LB0104M,3916.0,145.0,7.56,false
Q3,04,FOODTOTL,Food,180310,Potato chips and other snacks,5,CXU180310LB0104M,5133.0,190.0,5.84,false
Q3,04,FOODTOTL,Food,180320,Nuts,5,CXU180320LB0104M,1568.0,58.0,8.9,false
Q3,04,FOODTOTL,Food,180410,"Salt, spices, and other seasonings",5,CXU180410LB0104M,1942.0,72.0,6.66,false
Q3,04,FOODTOTL,Food,180420,"Olives, pickles, and relishes",5,CXU180420LB0104M,574.0,21.0,8.82,false
Q3,04,FOODTOTL,Food,180510,Sauces and gravies,5,CXU180510LB0104M,2402.0,89.0,6.7,false
Q3,04,FOODTOTL,Food,180520,Baking needs and miscellaneous products,5,CXU180520LB0104M,1120.0,41.0,8.73,false
Q3,04,FOODTOTL,Food,180611,Prepared salads,5,CXU180611LB0104M,2082.0,77.0,8.82,false
Q3,04,FOODTOTL,Food,180612,Prepared desserts,5,CXU180612LB0104M,334.0,12.0,11.76,false
Q3,04,FOODTOTL,Food,180620,Baby food,5,CXU180620LB0104M,856.0,32.0,28.29,true
Q3,04,FOODTOTL,Food,180710,Miscellaneous prepared foods,5,CXU180710LB0104M,7923.0,293.0,4.28,false
Q3,04,FOODTOTL,Food,190400,Food and nonalcoholic beverages at fast food,2,CXU190400LB0104M,43185.0,1595.0,6.27,false
Q3,04,FOODTOTL,Food,190500,Food and nonalcoholic beverages at full service restaurants,2,CXU190500LB0104M,31001.0,1145.0,4.58,false
Q3,04,FOODTOTL,Food,190600,Food and nonalcoholic beverages at vending machines and mobile vendors,2,CXU190600LB0104M,1267.0,47.0,26.76,true
Q3,04,FOODTOTL,Food,190700,Food and nonalcoholic beverages at employer,2,CXU190700LB0104M,1037.0,38.0,24.58,false
Q3,04,FOODTOTL,Food,190902,Catered affairs,2,CXU190902LB0104M,1098.0,41.0,59.06,true
Q3,04,FOODTOTL,Food,190903,Food on out of town trips,2,CXU190903LB0104M,9389.0,348.0,6.76,false
Q3,04,FOODTOTL,Food,190904,Food prepared by consumer unit on out of town trips,3,CXU190904LB0104M,2279.0,85.0,8.48,false
Q3,04,FOODTOTL,Food,190905,School meals and board,2,CXU190905LB0104M,721.0,27.0,20.2,false
Q3,04,FOODTOTL,Food,800700,Meals as pay,1,CXU800700LB0104M,983.0,36.0,24.23,false
Q3,04,HOUSING,Housing,210110,Rent,3,CXU210110LB0104M,175254.0,6501.0,3.75,false
Q3,04,HOUSING,Housing,210210,Lodging on out of town trips,3,CXU210210LB0104M,18018.0,668.0,9.71,false
Q3,04,HOUSING,Housing,210310,Housing while attending school,3,CXU210310LB0104M,1795.0,67.0,36.28,true
Q3,04,HOUSING,Housing,210901,Ground rent,4,CXU210901LB0104M,1751.0,65.0,18.17,false
Q3,04,HOUSING,Housing,210902,Ground rent,5,CXU210902LB0104M,58.0,2.0,65.76,true
Q3,04,HOUSING,Housing,220121,Homeowners insurance,4,CXU220121LB0104M,18095.0,671.0,5.68,false
Q3,04,HOUSING,Housing,220122,Homeowners insurance,5,CXU220122LB0104M,172.0,6.0,29.98,true
Q3,04,HOUSING,Housing,220211,Property taxes,3,CXU220211LB0104M,58094.0,2155.0,3.99,false
Q3,04,HOUSING,Housing,220212,Property taxes,4,CXU220212LB0104M,1491.0,55.0,26.77,true
Q3,04,HOUSING,Housing,220311,Mortgage interest,4,CXU220311LB0104M,67871.0,2518.0,6.09,false
Q3,04,HOUSING,Housing,220312,Mortgage interest,5,CXU220312LB0104M,1108.0,41.0,44.56,true
Q3,04,HOUSING,Housing,220313,"Interest paid, home equity loan",4,CXU220313LB0104M,842.0,31.0,37.05,true
Q3,04,HOUSING,Housing,220314,"Interest paid, home equity loan",5,CXU220314LB0104M,,,,
Q3,04,HOUSING,Housing,220901,Parking,4,CXU220901LB0104M,633.0,23.0,18.51,false
Q3,04,HOUSING,Housing,220902,Parking,5,CXU220902LB0104M,77.0,3.0,52.8,true
Q3,04,HOUSING,Housing,230112,Painting and papering,5,CXU230112LB0104M,1773.0,66.0,22.55,false
Q3,04,HOUSING,Housing,230113,Plumbing and water heating,5,CXU230113LB0104M,5042.0,187.0,24.7,false
Q3,04,HOUSING,Housing,230114,"Heat, a/c, and electrical work",5,CXU230114LB0104M,12379.0,459.0,27.98,true
Q3,04,HOUSING,Housing,230115,Roofing and gutters,5,CXU230115LB0104M,12212.0,453.0,31.02,true
Q3,04,HOUSING,Housing,230117,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",3,CXU230117LB0104M,33.0,1.0,71.63,true
Q3,04,HOUSING,Housing,230118,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",3,CXU230118LB0104M,591.0,22.0,22.82,false
Q3,04,HOUSING,Housing,230141,Repair of built-in appliances,5,CXU230141LB0104M,,,,
Q3,04,HOUSING,Housing,230142,Repair of built-in appliances,5,CXU230142LB0104M,3.0,,31.37,true
Q3,04,HOUSING,Housing,230143,"Home warranties, maintenance, repairs, or services contracts on household appliances (owner)",5,CXU230143LB0104M,658.0,24.0,18.39,false
Q3,04,HOUSING,Housing,230144,"Home warranties, maintenance, repairs, or services contracts on household appliances (owner)",5,CXU230144LB0104M,16.0,1.0,49.04,true
Q3,04,HOUSING,Housing,230150,Repair or maintenance services,5,CXU230150LB0104M,1263.0,47.0,47.41,true
Q3,04,HOUSING,Housing,230151,Other repair and maintenance services,5,CXU230151LB0104M,12476.0,463.0,39.85,true
Q3,04,HOUSING,Housing,230152,Repair and remodeling services,6,CXU230152LB0104M,631.0,23.0,44.9,true
Q3,04,HOUSING,Housing,230901,Property management,5,CXU230901LB0104M,3057.0,113.0,12.06,false
Q3,04,HOUSING,Housing,230902,Property management,6,CXU230902LB0104M,180.0,7.0,34.9,true
Q3,04,HOUSING,Housing,240111,"Paint, wallpaper, and supplies",5,CXU240111LB0104M,84.0,3.0,46.0,true
Q3,04,HOUSING,Housing,240112,"Paints, wallpaper, and supplies",5,CXU240112LB0104M,990.0,37.0,20.29,false
Q3,04,HOUSING,Housing,240113,"Paints, wallpaper, and supplies",6,CXU240113LB0104M,,,,
Q3,04,HOUSING,Housing,240121,Tools and equipment for painting and wallpapering,5,CXU240121LB0104M,9.0,,45.98,true
Q3,04,HOUSING,Housing,240122,Tools and equipment for painting and wallpapering,5,CXU240122LB0104M,106.0,4.0,20.29,false
Q3,04,HOUSING,Housing,240123,Tools and equipment for painting and wallpapering,6,CXU240123LB0104M,,,,
Q3,04,HOUSING,Housing,240211,"Materials for plastering, panels, roofing, and gutters, etc.",5,CXU240211LB0104M,22.0,1.0,33.44,true
Q3,04,HOUSING,Housing,240212,"Materials for plaster, panel, siding, windows, doors, screens, and awnings",5,CXU240212LB0104M,701.0,26.0,29.46,true
Q3,04,HOUSING,Housing,240213,Materials and equipment for roofs and gutters,5,CXU240213LB0104M,1153.0,43.0,39.78,true
Q3,04,HOUSING,Housing,240214,"Materials for plastering, paneling, roofing, gutters, downspouts, siding, windows, doors, screens, and awnings",6,CXU240214LB0104M,34.0,1.0,97.97,true
Q3,04,HOUSING,Housing,240221,"Materials for patio, walk, fence, driveway, masonry, brick and stucco work",5,CXU240221LB0104M,2.0,,35.16,true
Q3,04,HOUSING,Housing,240222,"Materials for patio, walk, fence, driveway, masonry, brick, and stucco work",5,CXU240222LB0104M,63.0,2.0,29.1,true
Q3,04,HOUSING,Housing,240223,"Material for patio, walk, fence, drive, masonry, brick, and stucco",6,CXU240223LB0104M,,,,
Q3,04,HOUSING,Housing,240311,Plumbing supplies and equipment,5,CXU240311LB0104M,219.0,8.0,70.41,true
Q3,04,HOUSING,Housing,240312,Plumbing supplies and equipment,5,CXU240312LB0104M,537.0,20.0,18.24,false
Q3,04,HOUSING,Housing,240313,Plumbing supplies and equipment,6,CXU240313LB0104M,,,,
Q3,04,HOUSING,Housing,240321,"Electrical supplies, heating, and cooling equipment",5,CXU240321LB0104M,17.0,1.0,88.79,true
Q3,04,HOUSING,Housing,240322,"Electrical supplies, heating, and cooling equipment",5,CXU240322LB0104M,239.0,9.0,28.68,true
Q3,04,HOUSING,Housing,240323,"Electrical supplies, heating, and cooling equipment",6,CXU240323LB0104M,,,,
Q3,04,HOUSING,Housing,250111,Fuel oil (renter),4,CXU250111LB0104M,92.0,3.0,41.9,true
Q3,04,HOUSING,Housing,250112,Fuel oil (owned home),4,CXU250112LB0104M,966.0,36.0,32.47,true
Q3,04,HOUSING,Housing,250113,Fuel oil (owned vacation),4,CXU250113LB0104M,,,,
Q3,04,HOUSING,Housing,250114,Fuel oil (rented vacation),4,CXU250114LB0104M,,,,
Q3,04,HOUSING,Housing,250211,"Gas, bottled/tank (renter)",4,CXU250211LB0104M,65.0,2.0,53.04,true
Q3,04,HOUSING,Housing,250212,"Gas, bottled/tank (owned home)",4,CXU250212LB0104M,1134.0,42.0,26.37,true
Q3,04,HOUSING,Housing,250213,"Gas, bottled/tank (owned vacation)",4,CXU250213LB0104M,79.0,3.0,26.1,true
Q3,04,HOUSING,Housing,250214,"Gas, bottled/tank (rented vacation)",4,CXU250214LB0104M,,,,
Q3,04,HOUSING,Housing,250911,"Coal, wood, and other fuels (renter)",4,CXU250911LB0104M,9.0,,65.72,true
Q3,04,HOUSING,Housing,250912,"Coal, wood, and other fuels (owned home)",4,CXU250912LB0104M,255.0,9.0,28.7,true
Q3,04,HOUSING,Housing,250913,"Coal, wood, and other fuels (owned vacation)",4,CXU250913LB0104M,,,,
Q3,04,HOUSING,Housing,250914,"Coal, wood, and other fuels (rented vacation)",4,CXU250914LB0104M,,,,
Q3,04,HOUSING,Housing,260111,Electricity (renter),3,CXU260111LB0104M,14982.0,556.0,4.9,false
Q3,04,HOUSING,Housing,260112,Electricity (owned home),3,CXU260112LB0104M,33549.0,1244.0,3.1,false
Q3,04,HOUSING,Housing,260113,Electricity (owned vacation),3,CXU260113LB0104M,173.0,6.0,38.28,true
Q3,04,HOUSING,Housing,260114,Electricity (rented vacation),3,CXU260114LB0104M,160.0,6.0,39.1,true
Q3,04,HOUSING,Housing,260211,Natural gas (renter),3,CXU260211LB0104M,3088.0,115.0,8.76,false
Q3,04,HOUSING,Housing,260212,Natural gas (owned home),3,CXU260212LB0104M,9177.0,340.0,5.93,false
Q3,04,HOUSING,Housing,260213,Natural gas (owned vacation),3,CXU260213LB0104M,56.0,2.0,56.38,true
Q3,04,HOUSING,Housing,260214,Natural gas (rented vacation),3,CXU260214LB0104M,29.0,1.0,81.58,true
Q3,04,HOUSING,Housing,270102,Cellular phone service,3,CXU270102LB0104M,37094.0,1376.0,1.85,false
Q3,04,HOUSING,Housing,270104,Phone cards,4,CXU270104LB0104M,,,,
Q3,04,HOUSING,Housing,270106,Residential telephone including VOIP,4,CXU270106LB0104M,2390.0,89.0,7.26,false
Q3,04,HOUSING,Housing,270211,Water/sewer maintenance (renter),4,CXU270211LB0104M,3316.0,123.0,6.31,false
Q3,04,HOUSING,Housing,270212,Water/sewer maintenance (owned home),4,CXU270212LB0104M,11079.0,411.0,3.98,false
Q3,04,HOUSING,Housing,270213,Water/sewer maintenance (owned vacation),4,CXU270213LB0104M,79.0,3.0,40.36,true
Q3,04,HOUSING,Housing,270214,Water/sewer maintenance (rented vacation),4,CXU270214LB0104M,39.0,1.0,51.19,true
Q3,04,HOUSING,Housing,270411,Trash/garbage collection (renter),4,CXU270411LB0104M,855.0,32.0,9.08,false
Q3,04,HOUSING,Housing,270412,Trash/garbage collection (owned home),4,CXU270412LB0104M,5846.0,217.0,5.64,false
Q3,04,HOUSING,Housing,270413,Trash/garbage collection (owned vacation),4,CXU270413LB0104M,125.0,5.0,44.35,true
Q3,04,HOUSING,Housing,270414,Trash/garbage collection (rented vacation),4,CXU270414LB0104M,20.0,1.0,61.78,true
Q3,04,HOUSING,Housing,270901,Septic tank cleaning (renter),4,CXU270901LB0104M,,,,
Q3,04,HOUSING,Housing,270902,Septic tank cleaning (owned home),4,CXU270902LB0104M,0.0,,70.9,true
Q3,04,HOUSING,Housing,270903,Septic tank cleaning (owned vacation),4,CXU270903LB0104M,,,,
Q3,04,HOUSING,Housing,270904,Septic tank cleaning (rented vacation),4,CXU270904LB0104M,,,,
Q3,04,HOUSING,Housing,270906,Septic tank cleaning (renter),4,CXU270906LB0104M,7.0,,98.77,true
Q3,04,HOUSING,Housing,270907,Septic tank cleaning (owner),4,CXU270907LB0104M,281.0,10.0,29.64,true
Q3,04,HOUSING,Housing,280110,Bathroom linens,3,CXU280110LB0104M,471.0,17.0,18.38,false
Q3,04,HOUSING,Housing,280120,Bedroom linens,3,CXU280120LB0104M,1478.0,55.0,19.28,false
Q3,04,HOUSING,Housing,280140,"Kitchen, dining room, and other linens",3,CXU280140LB0104M,123.0,5.0,28.43,true
Q3,04,HOUSING,Housing,280210,Curtains and draperies,3,CXU280210LB0104M,224.0,8.0,16.46,false
Q3,04,HOUSING,Housing,280220,Slipcovers and decorative pillows,3,CXU280220LB0104M,105.0,4.0,18.31,false
Q3,04,HOUSING,Housing,290110,Mattresses and springs,3,CXU290110LB0104M,2791.0,104.0,16.43,false
Q3,04,HOUSING,Housing,290120,Other bedroom furniture,3,CXU290120LB0104M,2041.0,76.0,20.07,false
Q3,04,HOUSING,Housing,290210,Sofas,3,CXU290210LB0104M,3126.0,116.0,12.82,false
Q3,04,HOUSING,Housing,290310,Living room chairs,3,CXU290310LB0104M,1425.0,53.0,21.92,false
Q3,04,HOUSING,Housing,290320,Living room tables,3,CXU290320LB0104M,341.0,13.0,28.86,true
Q3,04,HOUSING,Housing,290410,Kitchen and dining room furniture,3,CXU290410LB0104M,605.0,22.0,24.22,false
Q3,04,HOUSING,Housing,290420,Infants' furniture,3,CXU290420LB0104M,458.0,17.0,31.27,true
Q3,04,HOUSING,Housing,290430,Outdoor furniture,3,CXU290430LB0104M,750.0,28.0,21.64,false
Q3,04,HOUSING,Housing,290440,"Wall units, cabinets, and other furniture",3,CXU290440LB0104M,918.0,34.0,27.52,true
Q3,04,HOUSING,Housing,300111,Refrigerators and freezers (renter),3,CXU300111LB0104M,311.0,12.0,32.14,true
Q3,04,HOUSING,Housing,300112,Refrigerators and freezers (owned home),3,CXU300112LB0104M,2449.0,91.0,14.41,false
Q3,04,HOUSING,Housing,300216,Clothes washers or dryers (renter),3,CXU300216LB0104M,645.0,24.0,26.98,true
Q3,04,HOUSING,Housing,300217,Clothes washers or dryers (owned home),3,CXU300217LB0104M,2443.0,91.0,17.78,false
Q3,04,HOUSING,Housing,300311,Cooking stoves and ovens (renter),3,CXU300311LB0104M,198.0,7.0,62.23,true
Q3,04,HOUSING,Housing,300312,Cooking stoves and ovens (owned home),3,CXU300312LB0104M,1117.0,41.0,18.44,false
Q3,04,HOUSING,Housing,300321,Microwave ovens (renter),3,CXU300321LB0104M,82.0,3.0,18.29,false
Q3,04,HOUSING,Housing,300322,Microwave ovens (owned home),3,CXU300322LB0104M,347.0,13.0,21.51,false
Q3,04,HOUSING,Housing,300331,Portable dishwashers (renter),3,CXU300331LB0104M,12.0,,74.18,true
Q3,04,HOUSING,Housing,300332,Portable dishwashers (owned home),3,CXU300332LB0104M,11.0,,101.83,true
Q3,04,HOUSING,Housing,300411,Window air conditioners (renter),3,CXU300411LB0104M,108.0,4.0,48.07,true
Q3,04,HOUSING,Housing,300412,Window air conditioners (owned home),3,CXU300412LB0104M,108.0,4.0,46.39,true
Q3,04,HOUSING,Housing,300900,Miscellaneous household appliances,3,CXU300900LB0104M,266.0,10.0,52.37,true
Q3,04,HOUSING,Housing,320111,"Floor coverings, nonpermanent",3,CXU320111LB0104M,587.0,22.0,20.61,false
Q3,04,HOUSING,Housing,320120,Window coverings,3,CXU320120LB0104M,323.0,12.0,25.17,true
Q3,04,HOUSING,Housing,320130,Infants' equipment,3,CXU320130LB0104M,708.0,26.0,57.8,true
Q3,04,HOUSING,Housing,320140,Laundry and cleaning equipment,3,CXU320140LB0104M,708.0,26.0,16.24,false
Q3,04,HOUSING,Housing,320150,Outdoor equipment,3,CXU320150LB0104M,393.0,15.0,38.93,true
Q3,04,HOUSING,Housing,320221,"Lamps, lighting fixtures, and ceiling fans",3,CXU320221LB0104M,767.0,28.0,28.96,true
Q3,04,HOUSING,Housing,320232,Telephones and accessories,3,CXU320232LB0104M,2291.0,85.0,12.39,false
Q3,04,HOUSING,Housing,320233,Clocks and other household decorative items,3,CXU320233LB0104M,3882.0,143.0,16.13,false
Q3,04,HOUSING,Housing,320330,Flatware,4,CXU320330LB0104M,103.0,4.0,35.52,true
Q3,04,HOUSING,Housing,320345,"Dinnerware, glassware, and serving pieces",4,CXU320345LB0104M,464.0,17.0,21.13,false
Q3,04,HOUSING,Housing,320370,Nonelectric cookware,4,CXU320370LB0104M,352.0,13.0,32.23,true
